head,rel,tail
晚期HER2阳性乳腺癌,isa,晚期乳腺癌
乳腺癌,别名,乳腺上皮性肿瘤
乳腺癌,组织学分型,非浸润性乳腺癌
乳腺癌,组织学分型,浸润性乳腺癌
乳腺癌,组织学分型,浸润性小叶癌（经典型、多形性）
乳腺癌,组织学分型,乳腺小管癌
乳腺癌,组织学分型,筛状癌
乳腺癌,组织学分型,乳腺粘液腺癌
乳腺癌,组织学分型,浸润性乳头状癌
乳腺癌,组织学分型,伴大汗腺分化的癌
乳腺癌,组织学分型,化生性乳腺癌
乳腺癌,组织学分型,罕见的及涎腺类型的肿瘤
乳腺癌,组织学分型,神经内分泌癌
乳腺癌,组织学分型,上皮-肌上皮癌
乳腺癌,组织学分型,非浸润性小叶肿瘤
乳腺癌,组织学分型,导管原位癌
乳腺癌,组织学分型,乳头状病变
乳腺癌,组织学分型,良性上皮增生及前驱性病变
乳腺癌,组织学分型,乳腺腺病、良性硬化性病变
乳腺癌,组织学分型,纤维腺瘤
浸润性乳腺癌,组织学分型,浸润性乳腺癌，非特殊型
浸润性乳腺癌，非特殊类型,组织学分型,伴髓样特征的癌
浸润性乳腺癌，非特殊类型,组织学分型,伴神经内分泌分化的癌
浸润性乳腺癌，非特殊类型,组织学分型,伴多形性特征的癌
浸润性乳腺癌，非特殊类型,组织学分型,伴破骨细胞样间质巨细胞的癌
浸润性乳腺癌，非特殊类型,组织学分型,伴绒癌特征的癌
浸润性乳腺癌，非特殊类型,组织学分型,伴黑色素细胞特征的癌
浸润性乳腺癌，非特殊类型,组织学分型,伴嗜酸细胞特征的癌
浸润性乳腺癌，非特殊类型,组织学分型,富脂型的癌
浸润性乳腺癌，非特殊类型,组织学分型,富含糖原透明细胞型癌
浸润性乳腺癌，非特殊类型,组织学分型,伴皮脂腺特征的癌
化生性乳腺癌,组织学分型,低级别腺鳞癌
化生性乳腺癌,组织学分型,纤维腺瘤
化生性乳腺癌,组织学分型,鳞状细胞癌
化生性乳腺癌,组织学分型,梭形细胞癌
化生性乳腺癌,组织学分型,伴间叶分化的化生性癌（软骨分化、骨分化、其他间叶分化）
化生性乳腺癌,组织学分型,混合性化生性癌
罕见的及涎腺类型的肿瘤,组织学分型,腺泡细胞癌
罕见的及涎腺类型的肿瘤,组织学分型,腺样囊性癌
罕见的及涎腺类型的肿瘤,组织学分型,分泌型癌
罕见的及涎腺类型的肿瘤,组织学分型,乳腺粘液腺癌
罕见的及涎腺类型的肿瘤,组织学分型,多形性腺瘤
罕见的及涎腺类型的肿瘤,组织学分型,伴极性翻转高细胞癌
神经内分泌癌,组织学分型,神经内分泌癌，1级
神经内分泌癌,组织学分型,神经内分泌癌，2级
神经内分泌癌,组织学分型,神经内分泌癌（小细胞型、大细胞型）
上皮-肌上皮肿瘤,组织学分型,多形性腺瘤
上皮-肌上皮肿瘤,组织学分型,腺肌上皮瘤
上皮-肌上皮肿瘤,组织学分型,恶性腺肌上皮瘤
非浸润性小叶肿瘤,组织学分型,非典型小叶增生
非浸润性小叶肿瘤,组织学分型,小叶原位癌
乳头状病变,组织学分型,导管内乳头状瘤
乳头状病变,组织学分型,导管内乳头状瘤伴ADH/DCIS
乳头状病变,组织学分型,包裹性乳头状癌
乳头状病变,组织学分型,浸润性实性乳头状癌
乳头状病变,组织学分型,浸润性乳头状癌
良性上皮增生及前驱性病变,组织学分型,非典型导管上皮增生
良性上皮增生及前驱性病变,组织学分型,非典型小叶增生
乳腺腺病、良性硬化性病变,组织学分型,纤维腺瘤
乳腺腺病、良性硬化性病变,组织学分型,大汗腺腺病、腺瘤
乳腺腺病、良性硬化性病变,组织学分型,微腺性腺病
乳腺腺病、良性硬化性病变,组织学分型,放射性瘢痕、复杂性硬化性病变
纤维腺瘤,组织学分型,管状腺瘤
纤维腺瘤,组织学分型,哺乳期腺瘤
纤维腺瘤,组织学分型,导管腺瘤
乳腺癌,pTNM分期,0期
乳腺癌,pTNM分期,IA期
乳腺癌,pTNM分期,IB期
乳腺癌,pTNM分期,IIA期
乳腺癌,pTNM分期,IIB期
乳腺癌,pTNM分期,IIIA期
乳腺癌,pTNM分期,IIIB期
乳腺癌,pTNM分期,IIIC期
乳腺癌,pTNM分期,静滴期
乳腺癌,分子分型,LuminalA型
乳腺癌,分子分型,LuminalB型
乳腺癌,分子分型,HER2过表达型
乳腺癌,分子分型,基底样型
AC方案,别名,以蒽环类为主的方案
TAC方案,别名,蒽环类与紫杉类联合方案
剂量密集AC→P方案,别名,剂量密集型AC续贯紫杉醇
AC→P方案,别名,蒽环类与紫杉类序贯方案
AC→T方案,别名,蒽环类与紫杉类序贯方案
TC方案,别名,不含蒽环类的联合化疗方案
优选单药化疗方案,isa,晚期乳腺癌常用化疗
其他单药化疗方案,isa,晚期乳腺癌常用化疗
联合化疗方案,isa,晚期乳腺癌常用化疗
一线治疗方案,isa,晚期HER2阳性乳腺癌的靶向治疗
使用过曲妥珠单抗的其他治疗方案,isa,晚期HER2阳性乳腺癌的靶向治疗
拉帕替尼+卡培他滨,isa,使用过曲妥珠单抗的其他治疗方案
曲妥珠单抗+拉帕替尼,isa,使用过曲妥珠单抗的其他治疗方案
导管原位癌,别名,导管内癌
高级别导管原位癌,别名,高级别DCIS
低级别导管原位癌,别名,低级别DCIS
化生性乳腺癌,别名,化生性癌
神经内分泌癌,别名,神经内分泌肿瘤
上皮-肌上皮癌,别名,上皮-肌上皮肿瘤
非浸润性小叶癌,别名,非浸润性小叶肿瘤
乳腺腺病、良性硬化性病变,别名,腺病和良性硬化性病变
纤维腺瘤,别名,腺瘤
保留乳房手术,别名,保乳手术
前哨淋巴结活检,别名,乳腺癌SLNB
腋下淋巴结清扫术,别名,腋窝淋巴结清扫
乳房重建术,别名,乳房修复与重建
乳腺超声检查,别名,乳腺超声
乳腺核磁共振成像,别名,乳腺MRI
糖类抗原15-3,别名,CA15-3
真空辅助穿刺活检,别名,真空辅助（乳腺微创旋切）活检
乳房组织切除术，活组织检查,别名,乳腺肿块切除标本活检
乳房组织切除术，活组织检查,别名,乳腺病变保乳切除标本活检
乳房切除术,别名,全乳切除手术
乳房切除术,别名,乳房切除手术
乳腺X线摄影,别名,乳腺X线检查
非典型性小叶增生,别名,乳腺导管小叶不典型增生
浆细胞性乳腺炎,别名,乳腺导管扩张症
导管内乳头状瘤,别名,乳头状瘤病
非典型性小叶增生,别名,atypical lobular hyperplasia，ALH
乳腺X线摄影,别名,乳腺X线
乳房重建术,别名,乳房重建
局部扩大切除术,别名,局部扩大切除全乳放射治疗
全乳切除术、前哨淋巴结活检、乳房重建术,别名,全乳切除、SLNB和乳房重建
改良根治术,别名,乳腺癌全乳切除联合腋窝淋巴结清扫手术（改良根治术）
全乳切除术、前哨淋巴结活检,别名,全乳切除并SLNB
局部扩大切除术,别名,局部扩大切除
T1-3期乳腺癌,别名,TNM分期中0、I、II期
乳腺X线摄影,别名,照相
乳腺X线摄影,别名,乳腺钼靶照相
乳腺超声检查,别名,超声
乳腺核磁共振成像,别名,磁共振
空芯针穿刺活检,别名,空芯针活检
乳腺X线摄影,别名,胸部X线
腹部超声检查,别名,腹部超声
腹部CT,别名,腹部诊断性CT
核磁共振成像,别名,MRI
活组织检查,别名,活检
晚期HER2阳性乳腺癌,别名,HER2阳性的乳腺癌
浸润性乳腺癌，非特殊型,别名,微浸润性癌，浸润性癌(非特殊类型)
乳腺小管癌,别名,小管癌
乳腺粘液腺癌,别名,黏液癌
乳腺粘液腺癌,别名,黏液性囊腺癌
浸润性乳头状癌,别名,浸润性微乳头状癌
纤维腺瘤,别名,纤维瘤病样化生性癌
乳腺粘液腺癌,别名,黏液表皮样癌
多形性腺瘤,别名,多形性腺癌
神经内分泌癌，1级,别名,神经内分泌肿瘤，1级
神经内分泌癌，2级,别名,神经内分泌肿瘤，2级
小叶原位癌,别名,小叶原位癌（经典型、多形性、旺炽性）
导管内乳头状瘤,别名,乳头状DCIS
浸润性实性乳头状癌,别名,实性乳头状癌（原位、浸润性）
非典型导管上皮增生,别名,普通型导管上皮增生
非典型小叶增生,别名,柱状细胞病变，包括非典型扁平上皮
纤维腺瘤,别名,硬化性腺瘤
大汗腺腺病、腺瘤,别名,大汗腺腺病和腺瘤
放射性瘢痕、复杂性硬化性病变,别名,放射性瘢痕/复杂性硬化性病变
他莫昔芬,别名,三苯氧胺
乳腺癌,伴随症状,食欲不振
乳腺癌,伴随症状,厌食
乳腺癌,伴随症状,消瘦
乳腺癌,伴随症状,乏力
乳腺癌,伴随症状,贫血
乳腺癌,伴随症状,发热
乳腺癌,伴随症状,肺及胸膜转移
乳腺癌,伴随症状,骨转移
乳腺癌,伴随症状,肝转移
乳腺癌,伴随症状,脑转移
乳腺癌,英文名,breast cancer
浸润性乳腺癌,别名,invasive breast cancer
导管原位癌,别名,乳腺导管内原位癌
导管原位癌,别名,ductal carcinoma in situ，DCIS
浸润性乳腺癌,组织学分级,Ⅰ级
浸润性乳腺癌,组织学分级,Ⅱ级
浸润性乳腺癌,组织学分级,Ⅲ级
ER,别名,雌激素受体
PR,别名,孕激素受体
HER-2,别名,人类表皮因子受体受体2
Ki67,别名,增殖细胞核抗原
LuminalA型,病理特点,ER、PR强阳，HER-2阴性，同时Ki67很低
LuminalB型,病理特点,LuminalB型Her-2阴性：ER和/或PR呈阳性，Ki67较高，Her-2阴性；LuminalB型Her-2阳性：ER和/或PR呈阳性，Ki67较高，Her-2阳性
HER2过表达型,病理特点,ER、PR均为阴性，HER-2阳性
基底样型,病理特点,ER、PR和HER-2三项指标均阴性
FISH检测,别名,荧光原位杂交
小叶原位癌,别名,lobular carcinoma in situ，LCIS
乳腺癌,高危人群,高危人群
乳腺癌,临床表现,乳腺肿块
乳腺癌,临床表现,乳头溢液
乳腺癌,临床表现,乳腺皮肤凹陷
乳腺癌,临床表现,乳头回缩
乳腺癌,临床表现,腋窝淋巴结肿大
乳腺癌,临床表现,皮肤黏连
炎症性乳腺癌,临床表现,乳房红斑
炎症性乳腺癌,临床表现,乳房增厚
炎症性乳腺癌,临床表现,乳房肿大
炎症性乳腺癌,临床表现,橘皮样改变
乳腺癌,临床表现,皮肤卫星结节
乳腺癌,临床表现,皮肤酒窝征
乳头乳晕湿疹样癌,临床表现,乳头皮肤瘙痒
乳头乳晕湿疹样癌,临床表现,乳头糜烂
乳头乳晕湿疹样癌,临床表现,乳头破溃
乳头乳晕湿疹样癌,临床表现,乳头结痂
乳头乳晕湿疹样癌,临床表现,乳头脱屑
乳头乳晕湿疹样癌,临床表现,乳头回缩
乳腺癌,临床表现,碱性磷酸酶升高
非浸润性乳腺癌,临床表现,增生样改变
导管原位癌,临床表现,不伴肿块的簇状微小钙化灶
高级别导管原位癌,临床表现,粉刺样坏死
高级别导管原位癌,临床表现,多形性细胞
低级别导管原位癌,临床表现,单形性细胞
低级别导管原位癌,临床表现,肿瘤细胞排列成僵直搭桥状、微乳头状、筛状或实体状
浸润性乳腺癌,临床表现,乳腺肿块
浸润性乳腺癌,临床表现,乳头溢液
浸润性乳腺癌,临床表现,皮肤改变
浸润性乳腺癌,临床表现,乳头、乳晕异常
浸润性乳腺癌,临床表现,腋窝淋巴结肿大
乳腺癌,临床表现,乳房发红肿胀
乳腺癌,临床表现,腋窝淋巴结转移
乳腺癌,临床表现,乳房溃疡性疼痛
高危人群,危险因素,卵巢上皮癌
高危人群,危险因素,输卵管癌
高危人群,危险因素,原发性腹膜癌
高危人群,危险因素,遗传性乳腺癌-卵巢癌综合征
乳腺癌,危险因素,营养过剩
乳腺癌,危险因素,肥胖
乳腺癌,危险因素,高脂饮食
乳腺癌,危险因素,过度饮酒
乳腺癌,危险因素,乳腺非典型增生
乳腺癌,危险因素,外源性雌激素
乳腺癌,危险因素,乳腺良性病变
乳腺癌,危险因素,乳腺癌家族史
乳腺癌,危险因素,乳腺癌相关突变基因
乳腺癌,危险因素,月经初潮早（＜12岁）
乳腺癌,危险因素,绝经迟（＞55岁）
乳腺癌,危险因素,年龄＞40岁
乳腺癌,危险因素,乳腺癌史
乳腺癌,危险因素,乳腺组织密集
乳腺癌,危险因素,吸烟
乳腺癌,危险因素,妇科疾病史
高危人群,危险因素,明显的乳腺癌遗传倾向
高危人群,危险因素,乳腺导管既往史
高危人群,危险因素,小叶不典型增生既往史
高危人群,危险因素,小叶原位癌既往史
高危人群,危险因素,既往行胸部放疗
良性乳腺肿瘤,影像学检查临床表现,活动性良好
良性乳腺肿瘤,影像学检查临床表现,与皮肤无黏连
良性乳腺肿瘤,影像学检查临床表现,生长速度较慢
良性乳腺肿瘤,影像学检查临床表现,边界清楚
良性乳腺肿瘤,影像学检查临床表现,形态规则
良性乳腺肿瘤,影像学检查临床表现,椭圆形和圆形
良性乳腺肿瘤,影像学检查临床表现,纵横比小于1
良性乳腺肿瘤,影像学检查临床表现,回声均匀
良性乳腺肿瘤,影像学检查临床表现,结节后后方回声增强或无改变
良性乳腺肿瘤,影像学检查临床表现,发现粗大钙化
良性乳腺肿瘤,影像学检查临床表现,无血供的实性结节
恶性乳腺肿瘤,影像学检查临床表现,边界不清
恶性乳腺肿瘤,影像学检查临床表现,形态不规则
恶性乳腺肿瘤,影像学检查临床表现,水肿带
恶性乳腺肿瘤,影像学检查临床表现,毛刺或伴分叶
恶性乳腺肿瘤,影像学检查临床表现,形态不规则
恶性乳腺肿瘤,影像学检查临床表现,纵横比大于1
恶性乳腺肿瘤,影像学检查临床表现,边缘不光整
恶性乳腺肿瘤,影像学检查临床表现,边缘成角
恶性乳腺肿瘤,影像学检查临床表现,回声不均匀
恶性乳腺肿瘤,影像学检查临床表现,后方回声衰减
恶性乳腺肿瘤,影像学检查临床表现,细小、多个、簇状分布的微钙化
恶性乳腺肿瘤,影像学检查临床表现,结节内血供丰富
恶性乳腺肿瘤,影像学检查临床表现,周围组织受压结构扭曲
恶性乳腺肿瘤,影像学检查临床表现,周围组织层次消失
恶性乳腺肿瘤,影像学检查临床表现,Cooper韧带增厚或僵直
恶性乳腺肿瘤,影像学检查临床表现,腋窝淋巴结增大
恶性乳腺肿瘤,影像学检查临床表现,皮髓质分界不清
恶性乳腺肿瘤,影像学检查临床表现,无明显包膜
恶性乳腺肿瘤,影像学检查临床表现,质硬
恶性乳腺肿瘤,影像学检查临床表现,活动度差
恶性乳腺肿瘤,影像学检查临床表现,生长速度较快
恶性乳腺肿瘤,影像学检查临床表现,无明显痛感
良性乳腺肿瘤,影像学检查临床表现,表面光滑
良性乳腺肿瘤,影像学检查临床表现,包膜完整
乳腺癌,别名,恶性乳腺肿瘤
表面光滑,发现于,S0000004
活动性良好,发现于,S0000004
形态规则,发现于,S0000004
包膜完整,发现于,S0000004
边缘不光整,发现于,S0000015
活动性良好,发现于,S0000015
形态规则,发现于,S0000015
包膜完整,发现于,S0000015
活动性良好,发现于,S0000110
年龄＞40岁,发现于,S0000110
乳头糜烂,发现于,S0000110
形态规则,发现于,S0000110
包膜完整,发现于,S0000110
边缘不光整,发现于,S0000145
活动度差,发现于,S0000145
形态规则,发现于,S0000145
腋窝淋巴结转移,发现于,S0000145
表面光滑,发现于,S0000579
活动性良好,发现于,S0000579
年龄＞40岁,发现于,S0000579
形态规则,发现于,S0000579
质硬,发现于,S0000579
边缘不光整,发现于,S0000821
活动度差,发现于,S0000821
年龄＞40岁,发现于,S0000821
形态不规则,发现于,S0000821
腋窝淋巴结转移,发现于,S0000821
边缘不光整,发现于,S0000847
活动度差,发现于,S0000847
年龄＞40岁,发现于,S0000847
形态不规则,发现于,S0000847
腋窝淋巴结转移,发现于,S0000847
年龄＞40岁,发现于,S0000909
腋窝淋巴结转移,发现于,S0000909
年龄＞40岁,发现于,S0002212
形态不规则,发现于,S0002212
腋窝淋巴结转移,发现于,S0002212
表面光滑,发现于,S0002267
活动度差,发现于,S0002267
年龄＞40岁,发现于,S0002267
形态不规则,发现于,S0002267
质硬,发现于,S0002267
年龄＞40岁,发现于,S0003674
乳腺癌史,发现于,S0003674
表面光滑,发现于,S0005019
乳腺癌史,发现于,S0005019
形态规则,发现于,S0005019
质硬,发现于,S0005019
包膜完整,发现于,S0005019
年龄＞40岁,发现于,S0005424
形态不规则,发现于,S0005424
年龄＞40岁,发现于,S0005513
表面光滑,发现于,S0005574
乳腺癌家族史,发现于,S0005574
乳腺癌史,发现于,S0005574
形态规则,发现于,S0005574
质硬,发现于,S0005574
包膜完整,发现于,S0005574
边缘不光整,发现于,S0006017
活动度差,发现于,S0006017
年龄＞40岁,发现于,S0006017
乳腺癌史,发现于,S0006017
形态规则,发现于,S0006017
年龄＞40岁,发现于,S0006214
形态不规则,发现于,S0006214
表面光滑,发现于,S0006838
年龄＞40岁,发现于,S0006838
形态规则,发现于,S0006838
腋窝淋巴结转移,发现于,S0006838
质硬,发现于,S0006838
年龄＞40岁,发现于,S0007051
形态不规则,发现于,S0007051
年龄＞40岁,发现于,S0007310
乳头回缩,发现于,S0007310
乳头溢液,发现于,S0007310
乳腺癌史,发现于,S0007310
边缘不光整,发现于,S0007349
乳腺癌史,发现于,S0007349
形态规则,发现于,S0007349
表面光滑,发现于,S0009135
年龄＞40岁,发现于,S0009135
形态规则,发现于,S0009135
质硬,发现于,S0009135
乳腺癌史,发现于,S0010111
形态不规则,发现于,S0010111
包膜完整,发现于,S0010111
活动度差,发现于,S0010539
包膜完整,发现于,S0010539
年龄＞40岁,发现于,S0010548
乳头溢液,发现于,S0010548
边缘不光整,发现于,S0011433
年龄＞40岁,发现于,S0011433
乳头溢液,发现于,S0011433
乳腺癌家族史,发现于,S0011433
乳腺癌史,发现于,S0011433
形态规则,发现于,S0011433
包膜完整,发现于,S0011433
年龄＞40岁,发现于,S0011644
表面光滑,发现于,S0012014
形态规则,发现于,S0012014
质硬,发现于,S0012014
包膜完整,发现于,S0012014
表面光滑,发现于,S0012077
形态规则,发现于,S0012077
质硬,发现于,S0012077
包膜完整,发现于,S0012077
边缘不光整,发现于,S0012156
活动度差,发现于,S0012156
橘皮样改变,发现于,S0012156
年龄＞40岁,发现于,S0012156
乳腺癌史,发现于,S0012156
形态规则,发现于,S0012156
边缘不光整,发现于,S0000091
活动度差,发现于,S0000091
年龄＞40岁,发现于,S0000091
形态规则,发现于,S0000091
腋窝淋巴结转移,发现于,S0000091
年龄＞40岁,发现于,S0000960
乳腺癌史,发现于,S0000960
腋窝淋巴结转移,发现于,S0000960
边缘不光整,发现于,S0001016
活动度差,发现于,S0001016
橘皮样改变,发现于,S0001016
形态不规则,发现于,S0001016
腋窝淋巴结转移,发现于,S0001016
边缘不光整,发现于,S0001025
活动度差,发现于,S0001025
形态规则,发现于,S0001025
边缘不光整,发现于,S0001435
活动度差,发现于,S0001435
形态规则,发现于,S0001435
边缘不光整,发现于,S0001794
年龄＞40岁,发现于,S0001794
乳腺癌史,发现于,S0001794
形态规则,发现于,S0001794
腋窝淋巴结转移,发现于,S0001794
边缘不光整,发现于,S0002246
年龄＞40岁,发现于,S0002246
形态不规则,发现于,S0002246
腋窝淋巴结转移,发现于,S0002246
边缘不光整,发现于,S0002300
活动度差,发现于,S0002300
年龄＞40岁,发现于,S0002300
形态规则,发现于,S0002300
边缘不光整,发现于,S0002544
活动度差,发现于,S0002544
年龄＞40岁,发现于,S0002544
乳腺癌史,发现于,S0002544
形态规则,发现于,S0002544
边缘不光整,发现于,S0002581
年龄＞40岁,发现于,S0002581
乳腺癌家族史,发现于,S0002581
形态不规则,发现于,S0002581
边缘不光整,发现于,S0002680
活动度差,发现于,S0002680
年龄＞40岁,发现于,S0002680
乳腺癌史,发现于,S0002680
形态规则,发现于,S0002680
边缘不光整,发现于,S0002739
年龄＞40岁,发现于,S0002739
形态规则,发现于,S0002739
腋窝淋巴结转移,发现于,S0002739
表面光滑,发现于,S0003062
年龄＞40岁,发现于,S0003062
乳腺癌史,发现于,S0003062
形态规则,发现于,S0003062
质硬,发现于,S0003062
表面光滑,发现于,S0003156
年龄＞40岁,发现于,S0003156
形态规则,发现于,S0003156
腋窝淋巴结转移,发现于,S0003156
质硬,发现于,S0003156
表面光滑,发现于,S0003342
年龄＞40岁,发现于,S0003342
形态规则,发现于,S0003342
质硬,发现于,S0003342
表面光滑,发现于,S0003352
年龄＞40岁,发现于,S0003352
形态规则,发现于,S0003352
腋窝淋巴结转移,发现于,S0003352
质硬,发现于,S0003352
边缘不光整,发现于,S0003427
形态不规则,发现于,S0003427
腋窝淋巴结转移,发现于,S0003427
边缘不光整,发现于,S0003596
年龄＞40岁,发现于,S0003596
乳腺癌家族史,发现于,S0003596
乳腺癌史,发现于,S0003596
形态不规则,发现于,S0003596
边缘不光整,发现于,S0003749
年龄＞40岁,发现于,S0003749
形态不规则,发现于,S0003749
表面光滑,发现于,S0003877
年龄＞40岁,发现于,S0003877
形态不规则,发现于,S0003877
质硬,发现于,S0003877
边缘不光整,发现于,S0003913
年龄＞40岁,发现于,S0003913
乳腺癌史,发现于,S0003913
形态规则,发现于,S0003913
边缘不光整,发现于,S0003918
年龄＞40岁,发现于,S0003918
形态规则,发现于,S0003918
边缘不光整,发现于,S0004002
年龄＞40岁,发现于,S0004002
形态规则,发现于,S0004002
边缘不光整,发现于,S0004003
年龄＞40岁,发现于,S0004003
乳腺癌史,发现于,S0004003
无明显包膜,发现于,S0004003
形态不规则,发现于,S0004003
边缘不光整,发现于,S0004088
形态规则,发现于,S0004088
表面光滑,发现于,S0004095
年龄＞40岁,发现于,S0004095
形态规则,发现于,S0004095
质硬,发现于,S0004095
年龄＞40岁,发现于,S0004103
乳腺癌史,发现于,S0004103
包膜完整,发现于,S0004103
边缘不光整,发现于,S0001511
活动度差,发现于,S0001511
年龄＞40岁,发现于,S0001511
乳头糜烂,发现于,S0001511
无明显包膜,发现于,S0001511
形态规则,发现于,S0001511
腋窝淋巴结转移,发现于,S0001511
边缘不光整,发现于,S0001780
活动度差,发现于,S0001780
橘皮样改变,发现于,S0001780
形态规则,发现于,S0001780
腋窝淋巴结转移,发现于,S0001780
乳腺癌史,发现于,S0002597
表面光滑,发现于,S0003423
年龄＞40岁,发现于,S0003423
形态规则,发现于,S0003423
质硬,发现于,S0003423
年龄＞40岁,发现于,S0003573
形态规则,发现于,S0003573
边缘不光整,发现于,S0003798
活动性良好,发现于,S0003798
年龄＞40岁,发现于,S0003798
形态规则,发现于,S0003798
年龄＞40岁,发现于,S0003910
边缘不光整,发现于,S0004089
乳腺癌史,发现于,S0004089
形态规则,发现于,S0004089
表面光滑,发现于,S0004091
年龄＞40岁,发现于,S0004091
形态规则,发现于,S0004091
质硬,发现于,S0004091
表面光滑,发现于,S0004176
年龄＞40岁,发现于,S0004176
形态规则,发现于,S0004176
质硬,发现于,S0004176
年龄＞40岁,发现于,S0004540
腋窝淋巴结转移,发现于,S0004540
表面光滑,发现于,S0004585
年龄＞40岁,发现于,S0004585
形态规则,发现于,S0004585
质硬,发现于,S0004585
表面光滑,发现于,S0004760
年龄＞40岁,发现于,S0004760
形态规则,发现于,S0004760
质硬,发现于,S0004760
边缘不光整,发现于,S0004889
活动度差,发现于,S0004889
年龄＞40岁,发现于,S0004889
形态规则,发现于,S0004889
乳腺癌史,发现于,S0005012
边缘不光整,发现于,S0005099
形态规则,发现于,S0005099
活动性良好,发现于,S0000151
乳腺癌史,发现于,S0000151
包膜完整,发现于,S0000151
活动性良好,发现于,S0000152
包膜完整,发现于,S0000152
年龄＞40岁,发现于,S0000170
年龄＞40岁,发现于,S0000247
表面光滑,发现于,S0000445
活动性良好,发现于,S0000445
形态规则,发现于,S0000445
质硬,发现于,S0000445
包膜完整,发现于,S0000445
表面光滑,发现于,S0000660
乳腺癌家族史,发现于,S0000660
形态规则,发现于,S0000660
质硬,发现于,S0000660
包膜完整,发现于,S0000660
年龄＞40岁,发现于,S0000784
表面光滑,发现于,S0000828
活动性良好,发现于,S0000828
形态规则,发现于,S0000828
质硬,发现于,S0000828
包膜完整,发现于,S0000828
表面光滑,发现于,S0001260
活动性良好,发现于,S0001260
年龄＞40岁,发现于,S0001260
形态规则,发现于,S0001260
质硬,发现于,S0001260
包膜完整,发现于,S0001260
表面光滑,发现于,S0002696
乳腺癌史,发现于,S0002696
形态规则,发现于,S0002696
质硬,发现于,S0002696
包膜完整,发现于,S0002696
表面光滑,发现于,S0002780
乳腺癌史,发现于,S0002780
形态规则,发现于,S0002780
质硬,发现于,S0002780
包膜完整,发现于,S0002780
